,bike_type,frame_material,production_cost,assembly_time,top_speed,battery_type,motor_power,customer_score
1693,standard,aluminum,606.4,78.21,23.32,nimh,240,7.56
1694,mountain,aluminum,759.48,59.65,24.2,nimh,172,7.76
1695,mountain,aluminum,520.86,70.08,21.95,lead acid,249,3.85
1696,road,steel,209.6,56.97,30.67,li-ion,227,5.59
1697,standard,steel,739.97,77.57,25.0,nimh,214,5.54
1698,standard,steel,240.52,60.74,24.72,nimh,224,4.44
1699,road,aluminum,689.24,62.34,21.41,lead acid,322,6.16
1700,standard,carbon fiber,682.34,102.22,25.19,lead acid,244,6.02
1701,road,aluminum,537.97,53.83,34.09,li-ion,213,3.22
1702,folding,carbon fiber,400.5,32.86,24.22,lead acid,237,4.66
1703,folding,aluminum,682.04,55.41,23.89,lead acid,175,7.1
1704,road,aluminum,246.82,79.64,29.85,li-ion,198,6.25
1705,folding,steel,608.2,31.75,24.23,lead acid,199,3.65
1706,folding,carbon fiber,568.58,71.18,17.18,nimh,221,6.72
1707,road,steel,354.58,39.78,33.26,lead acid,295,6.6
1708,mountain,carbon fiber,536.17,58.4,23.35,lead acid,262,6.77
1709,standard,aluminum,631.02,47.08,31.5,nimh,277,7.28
1710,road,aluminum,517.86,80.71,23.57,nimh,233,5.45
1711,mountain,aluminum,562.88,58.44,21.43,li-ion,232,8.91
1712,road,steel,547.27,41.95,21.69,nimh,185,4.63
1713,mountain,aluminum,394.8,62.71,20.36,lead acid,180,5.35
1714,folding,carbon fiber,610.91,69.67,31.4,li-ion,331,5.72
1715,standard,aluminum,463.23,47.85,27.95,li-ion,292,2.27
1716,road,steel,642.42,64.55,18.17,nimh,208,5.98
1717,standard,steel,456.63,51.75,22.45,lead acid,331,8.38
1718,road,steel,390.3,43.9,28.6,li-ion,214,6.34
1719,standard,aluminum,581.49,76.88,23.91,lead acid,239,5.26
1720,folding,aluminum,236.62,79.31,32.49,lead acid,260,5.41
1721,folding,aluminum,588.39,76.77,20.8,other,244,6.01
1722,road,carbon fiber,448.22,54.06,23.88,nimh,268,6.54
1723,mountain,aluminum,747.47,65.68,27.64,nimh,268,6.88
1724,mountain,carbon fiber,718.66,20.0,25.15,nimh,250,6.0
1725,folding,steel,295.45,53.09,19.33,li-ion,292,4.5
1726,folding,carbon fiber,772.39,64.2,26.37,lead acid,235,8.43
1727,standard,steel,676.94,51.95,26.21,li-ion,206,8.37
1728,mountain,steel,611.51,60.83,31.56,other,252,8.29
1729,folding,aluminum,405.3,81.38,25.83,lead acid,306,5.78
1730,mountain,aluminum,748.07,73.15,20.43,nimh,265,6.79
1731,mountain,aluminum,504.05,51.18,17.96,lead acid,320,6.17
1732,folding,carbon fiber,421.51,83.77,31.81,nimh,214,6.04
1733,road,steel,260.93,37.05,21.05,lead acid,221,7.93
1734,folding,carbon fiber,767.58,50.7,22.11,lead acid,305,9.89
1735,mountain,carbon fiber,789.49,73.75,24.82,other,166,6.69
1736,road,carbon fiber,321.26,37.46,27.73,lead acid,227,3.08
1737,mountain,aluminum,671.84,52.12,25.09,li-ion,297,6.87
1738,mountain,aluminum,628.91,63.75,35.85,li-ion,194,5.65
1739,folding,steel,697.05,79.61,20.49,lead acid,310,9.77
1740,standard,steel,281.34,48.86,23.04,nimh,240,6.35
1741,folding,steel,389.69,51.22,21.88,lead acid,213,7.22
1742,road,carbon fiber,271.44,58.67,21.11,nimh,292,6.14
1743,standard,steel,273.54,59.3,23.64,nimh,254,5.18
1744,mountain,carbon fiber,697.95,62.65,33.03,lead acid,166,5.22
1745,mountain,carbon fiber,765.48,52.57,29.28,li-ion,256,7.49
1746,road,carbon fiber,217.71,69.43,23.4,li-ion,180,6.06
1747,mountain,aluminum,291.55,39.82,29.4,li-ion,245,3.62
1748,mountain,steel,474.34,51.9,15.18,nimh,324,7.62
1749,mountain,steel,236.02,47.85,11.32,lead acid,256,6.34
1750,folding,carbon fiber,387.59,64.89,30.29,lead acid,282,7.84
1751,mountain,carbon fiber,355.78,43.07,27.83,nimh,213,7.57
1752,folding,steel,651.43,85.72,22.13,li-ion,279,4.5
1753,folding,aluminum,528.96,56.92,21.96,lead acid,239,8.89
1754,road,steel,391.2,67.53,32.41,other,252,6.63
1755,mountain,steel,514.86,47.13,19.32,li-ion,277,6.98
1756,folding,steel,386.99,57.92,25.74,lead acid,256,6.86
1757,mountain,steel,487.24,51.61,22.67,lead acid,268,7.09
1758,road,steel,642.12,83.46,19.97,nimh,200,4.25
1759,standard,carbon fiber,255.53,46.43,17.63,li-ion,227,4.42
1760,road,carbon fiber,213.51,78.4,23.27,lead acid,281,4.2
1761,road,aluminum,678.74,51.55,23.87,lead acid,229,8.03
1762,standard,steel,708.45,55.07,17.14,nimh,272,10.55
1763,mountain,carbon fiber,313.46,54.38,29.49,lead acid,157,3.67
1764,standard,steel,399.9,70.21,31.44,lead acid,292,7.63
1765,standard,steel,750.48,38.94,21.69,nimh,297,9.25
1766,folding,carbon fiber,442.82,53.15,21.28,nimh,315,6.09
1767,standard,aluminum,308.35,61.27,27.1,nimh,196,4.99
1768,road,carbon fiber,328.16,20.0,30.78,other,191,4.24
1769,standard,carbon fiber,320.66,82.08,21.74,lead acid,167,5.85
1770,standard,aluminum,431.42,55.13,23.15,nimh,315,3.66
1771,standard,steel,462.33,59.09,26.39,nimh,277,7.27
1772,folding,carbon fiber,334.17,65.98,29.18,lead acid,256,5.49
1773,road,aluminum,245.62,70.95,22.81,lead acid,234,5.07
1774,standard,aluminum,652.33,85.61,27.51,lead acid,301,6.56
1775,road,aluminum,309.25,55.45,24.73,nimh,286,8.24
1776,road,carbon fiber,776.59,44.25,33.22,nimh,309,5.77
1777,mountain,aluminum,248.92,59.03,19.7,li-ion,233,2.47
1778,mountain,carbon fiber,237.82,23.92,17.47,lead acid,263,5.04
1779,standard,carbon fiber,770.89,27.57,25.0,lead acid,248,5.52
1780,standard,aluminum,746.57,104.85,25.52,li-ion,241,8.29
1781,standard,aluminum,290.95,45.59,31.08,nimh,221,5.96
1782,mountain,aluminum,778.09,35.8,29.38,li-ion,203,7.82
1783,standard,carbon fiber,769.98,51.97,19.91,li-ion,208,9.52
1784,standard,aluminum,530.77,81.86,19.34,lead acid,235,5.91
1785,road,steel,401.4,68.7,28.27,li-ion,280,8.87
1786,road,steel,552.68,76.52,29.01,lead acid,291,8.07
1787,road,steel,587.79,71.83,18.84,li-ion,311,6.37
1788,standard,carbon fiber,246.52,77.88,22.1,nimh,330,4.74
1789,road,carbon fiber,780.49,80.28,19.61,nimh,273,5.37
1790,standard,steel,367.18,40.9,21.93,other,286,6.68
1791,mountain,aluminum,527.16,57.01,24.31,nimh,257,6.25
1792,standard,aluminum,322.46,63.15,21.47,li-ion,358,5.2
1793,road,aluminum,256.43,46.3,19.35,nimh,213,6.71
1794,standard,carbon fiber,245.02,36.37,24.6,li-ion,241,5.46
1795,folding,aluminum,581.79,47.11,19.0,lead acid,246,8.2
1796,road,carbon fiber,361.48,80.93,27.42,lead acid,222,7.59
1797,standard,carbon fiber,544.57,82.58,29.3,li-ion,348,7.78
1798,folding,steel,423.31,87.81,28.68,nimh,182,6.56
1799,road,carbon fiber,325.46,57.17,24.67,li-ion,329,5.19
1800,mountain,carbon fiber,333.27,51.96,23.34,lead acid,235,6.58
1801,road,aluminum,760.08,54.38,11.39,other,216,8.21
1802,standard,carbon fiber,322.16,88.72,22.15,nimh,313,7.37
1803,folding,carbon fiber,726.16,85.61,27.19,li-ion,270,10.0
1804,standard,aluminum,201.2,20.0,29.7,lead acid,225,3.51
1805,standard,steel,222.21,82.21,22.38,li-ion,352,6.81
1806,mountain,steel,583.59,57.02,26.18,li-ion,221,5.5
1807,road,steel,745.07,28.82,30.81,nimh,281,7.24
1808,folding,carbon fiber,226.71,65.54,16.8,nimh,309,3.02
1809,folding,steel,595.6,65.04,29.54,lead acid,203,7.5
1810,road,carbon fiber,704.55,55.59,26.34,li-ion,270,7.22
1811,folding,steel,234.52,69.94,20.71,nimh,192,6.71
1812,folding,steel,729.16,34.26,26.84,nimh,235,7.13
1813,mountain,steel,560.18,63.23,23.1,nimh,189,6.39
1814,standard,carbon fiber,225.21,63.01,24.43,nimh,227,4.81
1815,road,aluminum,644.52,52.1,16.16,lead acid,281,6.52
1816,standard,aluminum,763.08,45.94,25.43,li-ion,246,9.04
1817,folding,carbon fiber,275.64,20.0,30.08,lead acid,317,6.63
1818,road,steel,672.44,101.98,21.77,nimh,167,8.52
1819,mountain,carbon fiber,341.07,65.83,21.98,nimh,205,5.14
1820,mountain,carbon fiber,411.91,58.36,31.09,li-ion,256,8.55
1821,folding,aluminum,601.9,61.27,21.38,lead acid,217,7.55
1822,folding,steel,297.85,55.63,32.67,lead acid,261,4.23
1823,road,steel,443.72,78.12,25.26,lead acid,312,5.17
1824,road,aluminum,540.67,58.92,20.48,lead acid,307,4.63
1825,road,steel,469.53,79.11,25.27,li-ion,205,9.47
1826,folding,steel,255.83,38.09,29.36,lead acid,243,4.78
1827,standard,steel,213.21,33.98,25.0,other,324,4.4
1828,standard,aluminum,636.72,20.0,24.7,nimh,307,4.89
1829,standard,carbon fiber,576.99,62.22,29.71,lead acid,237,4.88
1830,folding,carbon fiber,683.84,73.6,25.0,li-ion,178,8.21
1831,standard,carbon fiber,515.76,60.34,29.21,lead acid,239,7.99
1832,road,aluminum,312.86,70.34,31.01,lead acid,212,4.11
1833,folding,aluminum,655.03,83.82,22.3,nimh,206,7.19
1834,road,steel,310.16,53.18,25.72,lead acid,168,2.6
1835,folding,steel,793.4,90.16,25.82,lead acid,204,8.05
1836,folding,steel,438.62,61.56,24.91,nimh,263,6.99
1837,mountain,steel,454.53,74.19,18.67,lead acid,294,8.27
1838,folding,steel,427.81,62.1,21.17,lead acid,265,8.39
1839,mountain,steel,406.8,66.13,22.46,lead acid,277,2.88
1840,road,aluminum,555.68,49.28,27.82,nimh,269,6.35
1841,mountain,aluminum,208.1,44.38,20.18,lead acid,250,5.72
1842,mountain,carbon fiber,542.17,61.14,31.1,nimh,236,5.8
1843,mountain,aluminum,646.32,60.67,25.15,li-ion,287,7.6
1844,mountain,carbon fiber,477.64,69.37,20.1,nimh,263,8.68
1845,mountain,aluminum,495.95,28.09,31.88,li-ion,217,6.8
1846,mountain,steel,262.43,51.06,28.84,lead acid,298,3.81
1847,road,carbon fiber,696.15,45.62,29.05,nimh,212,9.62
1848,mountain,aluminum,509.45,70.86,28.13,lead acid,275,5.74
1849,standard,aluminum,494.75,56.99,26.3,li-ion,191,6.24
1850,standard,carbon fiber,312.26,46.02,28.66,nimh,282,3.65
1851,folding,aluminum,237.52,92.59,24.86,lead acid,225,5.39
1852,folding,aluminum,327.86,59.38,26.83,lead acid,214,6.1
1853,road,aluminum,315.86,53.21,28.58,lead acid,229,2.96
1854,road,carbon fiber,203.9,59.76,28.85,lead acid,253,4.0
1855,folding,carbon fiber,707.55,78.8,29.08,li-ion,268,6.54
1856,folding,steel,294.25,59.08,22.36,li-ion,200,5.18
1857,road,steel,709.95,59.76,17.7,li-ion,140,8.1
1858,road,carbon fiber,519.66,76.62,26.69,lead acid,188,5.91
1859,standard,steel,306.55,33.95,25.01,li-ion,266,8.22
1860,folding,steel,525.06,60.5,28.16,li-ion,295,7.78
1861,folding,steel,430.52,80.19,19.23,li-ion,265,3.47
1862,road,steel,681.74,58.85,32.01,nimh,273,8.05
1863,mountain,aluminum,611.21,50.24,26.89,li-ion,228,7.45
1864,standard,aluminum,289.44,49.02,23.13,lead acid,267,7.12
1865,standard,carbon fiber,305.05,54.28,34.66,li-ion,316,9.41
1866,standard,steel,384.89,87.69,34.83,nimh,197,6.08
1867,standard,carbon fiber,333.87,61.11,31.37,nimh,304,7.12
1868,road,steel,704.85,63.62,23.52,nimh,224,7.39
1869,road,carbon fiber,662.23,71.35,20.96,lead acid,216,6.98
1870,mountain,steel,374.09,73.68,28.35,nimh,260,4.5
1871,standard,carbon fiber,260.03,54.84,19.9,li-ion,212,3.85
1872,folding,aluminum,464.13,52.04,26.97,lead acid,226,5.1
1873,standard,steel,212.91,54.95,19.07,li-ion,273,2.04
1874,mountain,steel,751.98,44.56,21.01,lead acid,253,9.11
1875,folding,carbon fiber,444.02,49.39,26.65,nimh,210,6.64
1876,standard,steel,689.54,71.66,19.26,li-ion,272,7.02
1877,standard,carbon fiber,579.69,58.59,25.84,li-ion,238,5.92
1878,road,steel,441.32,38.8,18.05,li-ion,247,4.5
1879,standard,carbon fiber,430.82,79.07,23.54,other,218,6.05
1880,road,carbon fiber,273.84,54.07,26.81,lead acid,224,7.46
1881,road,carbon fiber,396.9,58.24,23.82,lead acid,279,4.17
1882,standard,steel,421.21,61.03,18.52,lead acid,278,7.67
1883,folding,carbon fiber,489.04,54.89,23.82,nimh,314,4.45
1884,mountain,carbon fiber,650.53,28.0,35.56,lead acid,278,7.92
1885,folding,steel,483.64,68.05,24.03,lead acid,216,6.02
1886,mountain,aluminum,731.87,63.39,22.36,nimh,168,5.54
1887,road,carbon fiber,367.78,49.21,17.93,other,213,5.4
1888,standard,aluminum,305.95,40.03,28.54,nimh,323,4.68
1889,road,aluminum,528.06,55.1,25.05,lead acid,230,7.35
1890,standard,steel,640.92,47.94,20.55,lead acid,213,10.26
1891,road,carbon fiber,580.59,71.22,23.53,lead acid,332,4.21
1892,road,carbon fiber,645.72,70.74,23.88,lead acid,133,6.63
1893,standard,carbon fiber,730.97,37.14,26.37,nimh,280,9.5
1894,mountain,carbon fiber,519.96,50.43,16.07,lead acid,256,10.47
1895,mountain,aluminum,456.93,62.05,21.19,li-ion,286,8.04
1896,mountain,steel,688.04,58.63,29.48,li-ion,245,5.16
1897,mountain,aluminum,473.74,54.19,30.52,nimh,253,7.36
1898,mountain,aluminum,707.25,72.21,29.86,li-ion,198,5.8
1899,standard,steel,570.99,27.67,23.69,nimh,250,9.27
1900,folding,carbon fiber,342.87,66.97,36.97,other,285,4.79
1901,road,steel,492.65,67.71,22.88,nimh,242,6.56
1902,standard,carbon fiber,664.33,50.27,26.6,nimh,270,7.13
1903,road,steel,781.69,79.75,31.42,nimh,263,8.97
1904,folding,steel,202.1,62.8,16.83,other,233,5.59
1905,standard,steel,622.61,53.36,32.55,other,300,4.54
1906,standard,steel,453.03,56.4,21.18,li-ion,242,5.82
1907,standard,carbon fiber,455.43,54.83,26.5,other,280,7.59
1908,road,steel,460.23,54.82,23.48,lead acid,169,7.83
1909,folding,aluminum,563.18,71.8,25.58,lead acid,224,7.7
1910,road,steel,314.06,46.11,24.23,li-ion,227,5.75
1911,folding,aluminum,378.29,36.32,18.65,lead acid,358,6.11
1912,mountain,steel,245.32,59.64,29.09,li-ion,257,6.6
1913,standard,carbon fiber,339.57,66.16,31.54,nimh,284,5.8
1914,mountain,steel,381.29,61.61,25.08,li-ion,257,5.69
1915,standard,aluminum,636.42,77.04,26.86,nimh,209,2.69
1916,road,carbon fiber,303.25,46.02,15.46,li-ion,322,4.87
1917,road,aluminum,366.58,56.82,26.77,nimh,288,4.39
1918,folding,aluminum,486.04,69.66,21.82,lead acid,301,5.91
1919,standard,steel,654.43,91.38,16.69,nimh,273,7.91
1920,mountain,aluminum,576.39,34.84,22.15,li-ion,275,5.31
1921,road,aluminum,621.11,42.13,23.83,lead acid,189,9.08
1922,standard,steel,377.69,70.27,26.24,lead acid,212,8.44
1923,road,carbon fiber,397.8,59.48,25.9,li-ion,270,7.35
1924,standard,steel,449.42,49.29,13.9,other,324,9.58
1925,folding,aluminum,503.45,85.25,36.21,lead acid,268,5.4
1926,mountain,carbon fiber,710.26,59.16,16.46,lead acid,172,6.81
1927,standard,steel,289.14,88.51,33.84,lead acid,259,4.54
1928,standard,carbon fiber,371.69,48.77,24.6,lead acid,273,5.9
1929,mountain,steel,499.55,75.55,22.85,lead acid,238,6.17
1930,folding,steel,784.99,66.13,26.22,li-ion,244,7.2
1931,standard,steel,249.52,35.3,28.36,li-ion,247,5.95
1932,standard,steel,508.85,75.49,30.22,nimh,227,8.56
1933,standard,steel,749.87,46.91,19.87,li-ion,301,6.88
1934,standard,carbon fiber,337.47,77.78,32.28,li-ion,275,4.76
1935,mountain,aluminum,274.74,49.0,30.52,li-ion,233,4.74
1936,mountain,steel,460.53,67.6,22.14,li-ion,220,5.59
1937,folding,carbon fiber,393.9,40.99,24.06,nimh,188,7.87
1938,standard,carbon fiber,461.13,39.23,29.23,li-ion,282,4.36
1939,road,aluminum,338.37,74.38,29.33,nimh,347,6.42
1940,road,aluminum,233.32,64.59,28.22,lead acid,307,7.21
1941,folding,carbon fiber,239.02,71.67,20.92,li-ion,251,7.61
1942,folding,steel,781.39,62.78,12.42,nimh,306,9.25
1943,road,aluminum,690.75,60.14,29.52,li-ion,155,6.49
1944,standard,steel,418.51,47.25,28.27,li-ion,220,6.57
1945,road,aluminum,687.44,76.28,24.33,li-ion,238,5.91
1946,mountain,aluminum,567.68,59.46,23.0,li-ion,291,6.72
1947,mountain,aluminum,763.98,49.97,19.94,li-ion,241,5.52
1948,mountain,steel,519.36,52.06,23.61,other,323,7.47
1949,road,steel,742.97,64.86,31.16,lead acid,250,6.28
1950,standard,steel,591.7,72.35,26.37,nimh,234,6.4
1951,folding,steel,401.7,68.57,22.35,lead acid,264,6.45
1952,standard,steel,652.03,80.22,20.74,nimh,243,7.88
1953,folding,carbon fiber,457.83,62.79,26.48,lead acid,286,5.78
1954,standard,aluminum,212.01,42.19,24.32,li-ion,343,5.6
1955,road,steel,470.14,54.63,34.79,li-ion,255,7.29
1956,road,carbon fiber,622.31,64.98,27.13,nimh,321,7.22
1957,road,carbon fiber,272.04,50.71,23.73,li-ion,341,8.2
1958,folding,aluminum,782.59,87.69,30.45,nimh,272,10.34
1959,mountain,steel,386.09,90.32,25.57,other,233,4.94
1960,road,steel,218.31,68.72,17.91,other,162,4.45
1961,folding,carbon fiber,295.15,66.02,30.2,li-ion,230,4.23
1962,mountain,steel,771.49,26.89,18.73,lead acid,175,11.55
1963,standard,carbon fiber,207.2,85.45,20.3,li-ion,181,7.01
1964,road,steel,706.35,66.75,23.97,lead acid,293,7.46
1965,mountain,aluminum,687.74,65.21,20.57,lead acid,258,3.57
1966,standard,carbon fiber,496.85,79.2,17.06,nimh,252,7.3
1967,road,aluminum,575.19,84.34,20.76,nimh,177,6.62
1968,mountain,aluminum,356.38,48.11,23.81,li-ion,180,5.65
1969,standard,carbon fiber,441.02,43.5,18.21,li-ion,351,4.11
1970,standard,carbon fiber,697.35,74.54,24.29,lead acid,293,7.63
1971,folding,steel,324.86,52.44,23.5,nimh,258,6.64
1972,folding,carbon fiber,546.07,59.46,22.88,li-ion,273,5.75
1973,mountain,aluminum,269.93,68.82,33.7,li-ion,285,2.45
1974,mountain,steel,535.57,53.16,19.84,nimh,280,8.17
1975,mountain,steel,451.83,43.53,21.38,nimh,227,6.27
1976,mountain,aluminum,326.36,66.02,25.69,li-ion,292,4.55
1977,mountain,steel,681.44,77.35,30.61,li-ion,207,8.34
1978,folding,steel,451.53,79.69,32.9,lead acid,207,6.56
1979,folding,steel,671.54,95.14,38.91,lead acid,250,7.59
1980,folding,steel,629.21,75.46,29.12,lead acid,186,7.49
1981,road,aluminum,385.19,46.11,15.07,lead acid,235,6.6
1982,road,aluminum,738.77,84.28,28.77,li-ion,137,6.39
1983,road,aluminum,657.73,71.77,27.03,nimh,230,8.12
1984,standard,carbon fiber,541.57,60.01,35.14,nimh,307,4.95
1985,folding,carbon fiber,409.5,57.33,20.36,li-ion,249,2.89
1986,folding,steel,452.13,53.83,26.1,lead acid,257,5.78
1987,road,steel,545.47,52.24,17.45,nimh,270,6.95
1988,folding,aluminum,655.93,60.5,18.5,li-ion,185,8.18
1989,road,steel,510.36,54.21,23.21,nimh,290,7.04
1990,road,carbon fiber,648.42,42.28,22.89,nimh,320,9.79
1991,standard,steel,320.06,64.43,22.03,lead acid,220,5.97
1992,folding,aluminum,543.67,71.63,31.59,nimh,212,7.87
1993,folding,steel,403.5,69.6,20.82,lead acid,180,4.65
1994,mountain,steel,695.55,59.65,27.96,li-ion,289,8.9
1995,mountain,carbon fiber,593.2,61.3,21.08,nimh,284,6.52
1996,standard,steel,513.36,47.86,27.55,lead acid,221,8.15
1997,road,carbon fiber,329.96,57.49,23.16,lead acid,236,4.54
1998,folding,aluminum,379.79,75.11,26.38,nimh,255,4.24
1999,mountain,steel,368.08,71.93,19.04,nimh,264,7.01
